SigUFPrincipal;SigTipoGeracao;DscOrigemCombustivel;DscFonteCombustivel;NomFonteCombustivel;MdaGarantiaFisicaKw;DscTipoOutorga
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
